title,start_time,end_time,description,exercise_title,superset_id,exercise_notes,set_index,set_type,weight_lbs,reps,distance_miles,duration_seconds,rpe
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,0,warmup,105,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,1,normal,155,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,2,normal,185,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,3,normal,195,12,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,4,normal,185,6,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Squat (Smith Machine),,,5,normal,165,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Standing Calf Raise (Smith),,,0,normal,65,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Standing Calf Raise (Smith),,,1,normal,80,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Standing Calf Raise (Smith),,,2,normal,90,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Seated Leg Curl (Machine),,,0,normal,100,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Seated Leg Curl (Machine),,,1,normal,122.5,14,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Seated Leg Curl (Machine),,,2,normal,120,12,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Seated Leg Curl (Machine),,,3,normal,110,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Leg Extension (Machine),,,0,normal,80,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Leg Extension (Machine),,,1,normal,105,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Leg Extension (Machine),,,2,normal,127.5,15,,,
I'm Still Standing - Elton John,"12 Sep 2024, 21:46","12 Sep 2024, 23:16",,Leg Extension (Machine),,,3,normal,132.5,14,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,0,warmup,75,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,1,normal,45,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,2,normal,30,10,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,3,normal,35,12,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,4,normal,45,12,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Pull Up (Assisted),,,5,normal,50,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Row (Machine),,,0,normal,40,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Row (Machine),,,1,normal,55,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Row (Machine),,,2,normal,60,11,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Row (Machine),,,3,normal,60,12,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Cable Row - V Grip (Cable),,,0,normal,120,14,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Cable Row - V Grip (Cable),,,1,normal,115,11,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Cable Row - V Grip (Cable),,,2,normal,105,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Seated Cable Row - V Grip (Cable),,,3,normal,120,13,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Shrug (Dumbbell),,,0,normal,50,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Shrug (Dumbbell),,,1,normal,55,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Shrug (Dumbbell),,,2,normal,60,12,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Hammer Curl (Cable),,,0,normal,65,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Hammer Curl (Cable),,,1,normal,95,15,,,
Back in Black - AC/DC,"11 Sep 2024, 22:02","11 Sep 2024, 23:14",,Hammer Curl (Cable),,,2,normal,100,11,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,0,warmup,75,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,1,normal,110,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,2,normal,145,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,3,normal,150,13,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,4,normal,125,14,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Bench Press (Smith Machine),,,5,normal,115,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Incline Bench Press (Dumbbell),,,0,normal,25,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Incline Bench Press (Dumbbell),,,1,normal,40,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Incline Bench Press (Dumbbell),,,2,normal,45,14,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Incline Bench Press (Dumbbell),,,3,normal,40,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Chest Dip (Assisted),,,0,normal,15,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Chest Dip (Assisted),,,1,normal,,9,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Chest Dip (Assisted),,,2,normal,20,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Triceps Extension (Cable),,,0,normal,60,15,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Triceps Extension (Cable),,,1,normal,70,12,,,
Shoulder Boulders - S3rl,"9 Sep 2024, 22:06","9 Sep 2024, 23:13",,Triceps Extension (Cable),,,2,normal,65,8,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bicep Curl (Dumbbell),,,0,warmup,20,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bicep Curl (Dumbbell),,,1,normal,35,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bicep Curl (Dumbbell),,,2,normal,40,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bicep Curl (Dumbbell),,,3,normal,45,5,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bicep Curl (Dumbbell),,,4,normal,35,12,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bench Press - Close Grip (Barbell),,,0,normal,105,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bench Press - Close Grip (Barbell),,,1,normal,135,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bench Press - Close Grip (Barbell),,,2,normal,140,14,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Bench Press - Close Grip (Barbell),,,3,normal,130,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Spider Curl (Dumbbell),,,0,normal,25,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Spider Curl (Dumbbell),,,1,normal,30,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Spider Curl (Dumbbell),,,2,normal,25,14,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Extension (Dumbbell),,,0,normal,45,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Extension (Dumbbell),,,1,normal,50,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Extension (Dumbbell),,,2,normal,55,11,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Preacher Curl (Machine),,,0,normal,100,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Preacher Curl (Machine),,,1,normal,105,8,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Preacher Curl (Machine),,,2,normal,95,7,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Pushdown,,,0,normal,60,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Pushdown,,,1,normal,70,15,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Triceps Pushdown,,,2,normal,65,14,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Flutter Kicks,,,0,normal,,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Flutter Kicks,,,1,normal,,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Flutter Kicks,,,2,normal,,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Russian Twist (Weighted),,,0,normal,10,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Russian Twist (Weighted),,,1,normal,20,10,,,
I Just Died Died In Your Arms - Cutting Crew,"8 Sep 2024, 13:40","8 Sep 2024, 15:18",,Russian Twist (Weighted),,,2,normal,25,10,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Lateral Band Walks,,,0,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Lateral Band Walks,,,1,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Lateral Band Walks,,,2,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Fire Hydrants,,,0,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Fire Hydrants,,,1,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Fire Hydrants,,,2,normal,,20,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Goblet Squat,,,0,normal,25,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Goblet Squat,,,1,normal,25,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Goblet Squat,,,2,normal,25,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,0,warmup,20,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,1,normal,35,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,2,normal,50,12,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,3,normal,40,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,4,normal,45,10,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Shoulder Press (Dumbbell),,,5,normal,40,9,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Upright Row (Barbell),,,0,normal,60,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Upright Row (Barbell),,,1,normal,70,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Upright Row (Barbell),,,2,normal,70,12,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Upright Row (Barbell),,,3,normal,60,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Front Raise (Cable),,,0,normal,20,13,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Front Raise (Cable),,,1,normal,15,15,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Front Raise (Cable),,,2,normal,20,14,,,
Hips Don’t Lie - Shakira,"6 Sep 2024, 21:58","6 Sep 2024, 23:14",,Front Raise (Cable),,,3,normal,25,10,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,0,warmup,75,10,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,1,normal,45,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,2,normal,35,13,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,3,normal,45,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,4,normal,45,11,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Pull Up (Assisted),,,5,normal,50,13,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Row (Machine),,,0,normal,40,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Row (Machine),,,1,normal,45,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Row (Machine),,,2,normal,50,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Row (Machine),,,3,normal,55,11,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Cable Row - V Grip (Cable),,,0,normal,115,11,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Cable Row - V Grip (Cable),,,1,normal,100,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Cable Row - V Grip (Cable),,,2,normal,115,13,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Seated Cable Row - V Grip (Cable),,,3,normal,105,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Shrug (Dumbbell),,,0,normal,45,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Shrug (Dumbbell),,,1,normal,50,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Shrug (Dumbbell),,,2,normal,55,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Hammer Curl (Cable),,,0,normal,65,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Hammer Curl (Cable),,,1,normal,80,15,,,
Back in Black - AC/DC,"5 Sep 2024, 22:00","5 Sep 2024, 23:18",,Hammer Curl (Cable),,,2,normal,90,13,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,0,warmup,95,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,1,normal,135,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,2,normal,170,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,3,normal,180,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,4,normal,185,12,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Squat (Smith Machine),,,5,normal,195,3,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Standing Calf Raise (Smith),,,0,normal,50,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Standing Calf Raise (Smith),,,1,normal,65,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Standing Calf Raise (Smith),,,2,normal,75,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Standing Calf Raise (Smith),,,3,normal,85,14,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Seated Leg Curl (Machine),,,0,normal,95,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Seated Leg Curl (Machine),,,1,normal,110,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Seated Leg Curl (Machine),,,2,normal,122.5,9,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Seated Leg Curl (Machine),,,3,normal,110,12,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Leg Extension (Machine),,,0,normal,60,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Leg Extension (Machine),,,1,normal,85,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Leg Extension (Machine),,,2,normal,100,15,,,
I'm Still Standing - Elton John,"4 Sep 2024, 21:58","4 Sep 2024, 23:13",,Leg Extension (Machine),,,3,normal,120,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,0,warmup,75,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,1,normal,105,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,2,normal,135,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,3,normal,150,11,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,4,normal,130,10,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Bench Press (Smith Machine),,,5,normal,115,13,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Incline Bench Press (Dumbbell),,,0,normal,25,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Incline Bench Press (Dumbbell),,,1,normal,35,14,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Incline Bench Press (Dumbbell),,,2,normal,35,14,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Incline Bench Press (Dumbbell),,,3,normal,40,8,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Pullover (Dumbbell),,,0,normal,35,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Pullover (Dumbbell),,,1,normal,40,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Pullover (Dumbbell),,,2,normal,45,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Pullover (Dumbbell),,,3,normal,50,10,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Chest Dip (Assisted),,,0,normal,30,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Chest Dip (Assisted),,,1,normal,20,14,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Chest Dip (Assisted),,,2,normal,20,11,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Triceps Extension (Cable),,,0,normal,50,15,,,
Shoulder Boulders - S3rl,"3 Sep 2024, 22:03","3 Sep 2024, 23:24",,Triceps Extension (Cable),,,1,normal,60,15,,,
